# energy_of_formation, melting_point, unit_cell_volume
1.470967841615877791e+00 -1.219274075374125132e+00 4.660182966671798432e+00
-2.095144542031207591e-01 2.942837145160399626e+00 2.391645852881400192e+00
4.568959070755300722e-01 3.111832845841141726e+00 2.352218456350328779e+00
8.512592740269988578e-01 8.413937784028264755e-01 1.724631436253185823e+00
-9.835201990564798047e-01 6.790983346875671955e+00 1.878021453740022828e+00
3.211475723594839904e-01 1.839339387152476135e+00 1.446159827043129731e+00
2.338499496623779983e+00 -1.188143295317870773e+00 2.093634441877061825e+00
9.173458512052516944e-01 2.551647080836593862e+00 2.840182512230508216e+00
2.337735271662829017e+00 -2.151652636876944413e+00 2.502647769172289927e+00
-7.501924313950570911e-01 1.954295745698541475e+00 3.093518569566285237e+00
-1.448441204430053642e+00 3.866031283326595958e+00 9.130292037154428275e-01
1.278489998603144384e+00 5.114947705398975586e+00 -6.718489241424767666e-01
3.891701857020434030e+00 3.683358856308768914e+00 9.340853042717408572e-01
-9.294574191821053377e-01 5.757882389685406999e+00 2.955824137616376301e-01
2.418621891106179422e+00 -4.122318105547034151e+00 3.800995871544381899e+00
1.630761263783971904e-01 -1.945849017139464010e+00 4.804498587577179514e+00
1.173935556993256801e+00 -2.039421159615726786e+00 2.954318632539792766e+00
4.602006804101704263e-01 -4.138438225760258327e+00 1.747425651580813089e+00
-1.531376314408376516e+00 -2.293464708592070522e+00 5.528826430176118301e+00
-1.541819246802307752e+00 -1.729137689863436966e+00 2.041741941140743144e+00
2.905246089166934720e+00 2.043289730126981674e+00 3.069958619975312164e+00
2.171278241093502537e+00 3.316898188643197187e+00 3.508591479277453740e+00
9.434835314988626598e-01 -1.582229309489506353e+00 4.822529386804578877e+00
-4.399722744878048486e-02 5.303361950496261912e+00 1.364187840350047365e+00
1.314785231889852746e+00 -2.491332843251241602e+00 3.143055101842316290e+00
7.170537019413226743e-01 -3.745877983166786329e+00 2.419728845309884413e+00
1.342935262488943904e+00 6.405804574386329442e+00 1.439694830946071535e+00
1.472135212958055828e+00 5.727657037785743199e+00 -1.983273326396916003e-01
1.769685506171368328e+00 4.673009010475656311e+00 3.350547009004849475e+00
-2.288171367130401368e+00 -8.375266559708215430e-01 3.337969051389642505e+00
-7.665526705162805099e-01 -2.348181164241053498e+00 3.916832980437428890e+00
-1.025117628557635108e+00 2.283711068752056761e+00 3.095927250468076153e+00
2.928645002312552093e-02 -4.065459669433068690e+00 4.011901780753762026e+00
3.575351858925194914e+00 5.330538987737175383e+00 2.611505023354530497e+00
2.263632168282892820e+00 -1.571688195676455235e+00 2.740626084783234440e+00
-3.506153912871556866e-01 -1.268395304378122646e+00 4.440567997074241768e-01
1.187483989788481908e+00 4.191091204174300922e-01 4.419878787353217042e+00
-1.670291586203394463e+00 -1.457701424788378386e+00 1.480320540993280698e+00
4.800387933960836850e-02 -1.988440929272408564e+00 3.321418371097492273e+00
-7.157469186585152521e-01 4.724449885422833617e+00 5.655821050385064774e-01
2.010997325348677478e+00 6.256556671795888036e+00 1.113136181970509231e+00
1.207699427499942191e+00 -7.303402527548163992e-01 3.276600632313802830e+00
8.077716559313014022e-01 -2.726774447932903023e+00 2.587768591602588764e+00
1.849010011940645515e-01 3.825266101579603006e-01 3.736853610858076324e-01
1.314683060253150737e+00 4.978355477796378992e+00 1.954354108048404814e+00
2.133379001561763744e+00 5.847945570622541389e+00 6.921226524942978298e-01
9.682628019256778185e-01 -2.900681838755511666e-01 3.714649811136665036e+00
1.670881284847429704e-01 3.890281525607554691e+00 9.906755726625454672e-01
1.883565195395103142e+00 -2.497484302796044719e+00 3.174747579061441005e+00
1.400322090231935546e+00 -5.183250552020940205e+00 4.590269100568542093e+00
2.064069866792304975e+00 -1.580518113544166159e+00 3.421905875326110458e+00
1.684640803678268073e+00 5.699400071615064789e+00 1.792292917942347685e+00
-1.560547300745329435e+00 -2.626873224597404466e+00 6.142244063634052509e+00
9.369817225301193542e-01 1.771442285791241744e+00 1.886568547593548528e+00
3.191586261297154614e-01 2.424594287373500467e+00 3.221503055180742869e+00
2.766414334425804644e-01 2.887117943571014589e+00 1.440192981629054847e+00
4.214620159797176413e+00 -4.223087719772252058e+00 1.322732854101212219e+00
-2.802469843154228313e-01 3.417012671801745505e+00 1.053687091893778405e+00
-1.583135207391023869e+00 7.229950420296074043e+00 1.290789248805397360e+00
-5.609406740908091660e-01 4.924275966115443381e-01 2.216642500846341957e+00
1.008296914311817893e+00 2.925117160143474226e+00 2.344398295030701629e+00
2.060920819153192252e+00 4.340705515320257390e+00 3.135243116647625783e+00
1.864341710054500778e+00 -4.397518019514166099e+00 3.913224626220194402e+00
3.781150793104535168e+00 -4.699488036003616642e+00 5.025930419419752937e+00
1.509492767662148571e+00 5.525567061180189476e+00 2.143655905205322565e+00
5.185976518755273101e-01 -2.830197833520834205e+00 3.902468387622076040e+00
5.689005357329190993e-03 -1.910840517043308484e+00 2.395812691869192879e+00
2.327509808977775485e+00 5.002280987044080085e+00 -2.490980079829581140e-01
2.062822835851441994e+00 6.381679647531735888e+00 1.600620141296768439e+00
7.369099213270946525e-01 4.103234987945731049e+00 3.671883230397271713e+00
-7.340243728559473491e-01 6.936266558061477738e+00 1.855784887968489505e+00
9.967540526176758009e-01 -2.270597255039719986e+00 4.742748831947532828e+00
4.390989653267099446e-01 5.137731347013087202e+00 3.393978352430172762e+00
-2.339439186003947846e+00 4.509225139143491212e-01 2.558937374619605798e+00
2.242036297972176406e+00 -1.515477765744668748e+00 4.248179291207264008e+00
3.392751248971964673e-01 3.058840431141446992e+00 4.172025617267294706e+00
4.221124002467529834e+00 6.308579251602978388e+00 1.501494764519212044e+00
6.591452826063982640e-01 -1.166818619276827063e+00 3.068121373469058000e+00
1.583628130019154145e+00 -8.339139600038802946e-02 4.074137701940527378e+00
1.439396941301414712e+00 2.247647353633799305e+00 3.353746905656657340e+00
2.553204596131162685e+00 -9.261079863238466103e-01 1.631328326762781167e+00
-1.460890190863837201e-01 -1.156754977251949867e+00 5.206818602660335138e+00
-7.334336045936660220e-01 5.481223609309139988e+00 1.223803081575926210e+00
-4.229134837131621749e-01 6.168766404131122094e+00 3.274278584596440833e+00
-9.324923102755072746e-02 -1.212129796337322762e+00 1.056945361998780752e+00
2.704767425721175123e+00 5.923215215503621955e+00 8.352211326265732705e-01
6.543359885729010950e-01 -3.727587459559503769e-01 3.413681376185496052e+00
8.648587967543174271e-01 -1.933715023057151816e+00 9.421200781244305489e-01
9.560267187222598606e-01 -5.870576371038649377e-01 5.808844690580278192e-01
1.220524361397354651e+00 -3.036452295739731966e+00 2.643524790047695916e+00
2.033866155030043199e+00 -1.541988721025427722e+00 4.774892665270781933e+00
-5.094505786397474090e-02 2.997591603675567207e+00 1.186993024286254306e+00
1.592167831454053495e+00 4.519852684189706871e+00 4.236677781877340010e+00
1.889535830259671201e+00 2.735907278227958095e+00 3.871985455956928668e+00
1.262415983041674794e+00 -9.413565979589721966e-01 5.300678297979421139e+00
2.593566034117851693e+00 4.650103279322452821e-01 3.827335423365306077e+00
4.708011091076694576e+00 -1.370665617712611417e-01 3.755005082261121174e+00
2.870370158519395698e+00 -2.012090221947041790e+00 3.214624513107923853e+00
6.836320918277397629e-01 -3.368358643837517707e+00 2.975073337475524493e+00
1.813251306396056473e+00 -1.097885222754728884e+00 4.385733207502187092e+00
1.066499956297618734e+00 -2.510221557448442997e+00 3.019157547094609484e+00
9.249066577485642870e-01 5.948307595947087911e+00 1.703943819416072758e+00
1.990920020966244763e+00 5.168673552370801616e+00 1.742819388065885100e+00
1.196147901545718817e+00 1.456193864671180727e+00 4.593807459865407949e+00
4.333364265733745668e+00 8.734977149012328468e-01 2.634630091006446850e+00
6.084009171219902923e-01 -1.576882937489635150e+00 6.216770152338834121e-01
1.095024611800040404e+00 -3.635244084309740664e+00 2.393208991165816979e+00
4.361355324493809249e+00 3.246736913664039381e+00 3.470158608887119467e+00
3.019974863821571098e+00 -1.292189627802457386e+00 2.593366293889533214e+00
9.260468157612293805e-01 -1.649955242940132072e+00 1.482145113920007251e+00
5.188246217648644354e-01 5.847190566340671580e+00 1.946837010092870246e+00
-1.375381507916185964e+00 2.535050431491858269e+00 4.007409628930018286e+00
4.078221934191257336e-01 -1.539218836626326858e+00 2.133953136735405209e+00
4.073009370585474187e+00 4.137976341599681085e+00 3.585526589006577058e+00
-8.590770322371832357e-01 -3.801578336716054940e-01 2.515323158519050750e+00
2.233671182085029461e+00 -7.575287429802413097e-01 -8.939759501992146085e-01
2.255097987738342802e+00 3.405806422063911043e+00 3.814220424922858399e-01
9.507394577543342162e-01 4.872514930781012943e+00 5.444230947469155701e+00
-2.758867904151973138e-01 -5.892260285713104562e-01 1.697488265691361686e+00
-3.502725798877498464e-01 -2.424129691996633973e+00 6.378233335450275154e-01
1.182217578057930929e+00 1.026951215140781137e+00 3.019333606433502126e+00
1.946367890515977805e+00 -1.975043414076809833e+00 1.264536974972486405e+00
1.524364534747059352e+00 -3.387228517833561270e+00 4.267963625479231027e+00
2.620189530974626368e+00 -2.893179579679884483e+00 5.022149371483487279e+00
-1.976666956132535180e+00 3.313702847247265826e+00 2.318995951376919606e+00
1.540908375279939291e+00 2.654686141572097924e+00 2.502624782741961429e+00
1.737128505210917995e+00 4.129442776867666254e+00 6.340346290725582534e-01
1.417405322948078306e+00 -3.656630984936815598e-01 1.756193808176883753e+00
1.524444214763926109e+00 -1.586932101249355132e+00 1.028201246225217025e+00
2.675889897886078117e+00 1.376081175225986719e+00 1.065429926838630692e+00
5.228159526834916804e-01 2.730957879847751180e+00 -7.475938433558526608e-02
6.954943035077446600e-01 6.602956148986076634e+00 4.259305676283305253e+00
2.011454021815151094e-02 3.707879605955193725e+00 1.855946655052444161e+00
-1.479046684788465793e+00 -2.602225533150263614e-01 1.098580537019585357e+00
1.405001870465610203e+00 -5.492321206709818160e-01 2.920088761701238766e+00
2.729737965963017765e-01 1.001625399197553890e+00 2.354217816777575134e+00
4.935789922610768210e-01 -2.888456650906336964e-01 2.470397507839371620e+00
3.279305945555988533e+00 -2.491790415905013933e+00 1.217493022875434150e+00
1.574839597006690406e+00 1.448981928084147608e-01 4.989135983808918873e+00
-3.594255630403491164e+00 -2.054976716004485171e-01 5.630079977201585706e+00
1.579254123713547564e+00 7.128513373032771661e+00 3.362892971920794505e-02
4.135494035545691505e-01 2.464493039773861138e+00 2.330276320319279559e+00
6.902898381743960421e-01 3.711513056398214605e+00 1.653667216091927905e+00
-1.324205283358010465e+00 -3.435741215770381274e+00 5.196021266778492631e+00
-2.504621335139617599e+00 4.779528266887423271e+00 2.835328443289178768e+00
2.227400968977361284e+00 -1.935101647249218182e+00 3.345068160034667226e+00
1.705158064852202671e+00 -1.740572139485959902e+00 2.617352041325641032e+00
2.792560280311227605e-01 -2.132092788353107782e+00 1.728394356914070285e-01
2.891375584056267378e+00 -1.599420948891635330e+00 2.005730375905587337e+00
1.956697971707035855e+00 5.600441625737648366e+00 9.420199908232149699e-01
1.529041086201422095e+00 -1.157000733829904204e+00 1.979546708669242427e+00
1.454422488911496059e+00 -3.011637837542584517e+00 3.883329174513129978e+00
2.662898855312047619e+00 5.436880870943397781e+00 3.356378638465254305e+00
1.261737414937404544e+00 3.026193531568004857e+00 4.789352921624816517e+00
2.387646500409164929e+00 4.911593447932721901e+00 2.802346128457162688e+00
2.589339105129640828e+00 -2.052073675724576662e-01 4.467366053113041247e+00
9.093769388627095385e-01 4.596391873175461384e+00 -6.170767621255095481e-01
8.197548413044560833e-01 2.821784413707788541e+00 2.888240777089312594e-01
1.110373618668119011e+00 1.223249029501611851e+00 3.451437534919099104e+00
2.389972257377085629e+00 3.902395208095368329e+00 1.038228849086201944e+00
2.028807155422301278e+00 -2.464445099248912641e+00 2.332293220354860086e+00
1.666918346327072031e+00 -2.016381706459382972e+00 3.821943745977116613e+00
4.286872537271085859e-01 1.616796005386614610e+00 1.967387694732086301e+00
-2.529900230934339911e-02 6.826669937558096812e+00 7.763887506769069358e-01
1.772901074455491277e-01 -1.227426880573594392e-01 4.131652706612866766e+00
4.550987240842408355e+00 5.720506557934010416e+00 6.860341832666396744e-01
1.503940244568532592e+00 4.872640627751770204e+00 1.350218197381565233e+00
6.033127125226243059e-01 -1.397029242973777174e+00 5.046764830199548690e+00
1.129666910407435498e+00 3.544857000596690622e-02 2.858980274776192765e+00
-2.128707458973803757e+00 4.943175423615540964e+00 3.070629573978245652e+00
-1.172756251641482450e-03 -1.477269386513765603e+00 1.636640370111590581e+00
3.388574999779708108e+00 -3.651809236860366514e+00 -1.285421936254447228e+00
1.811107172419723632e+00 -3.914075826408953240e+00 2.922715585997855747e+00
2.149936760604594932e-01 2.725967173620879258e+00 5.801068108813388413e+00
-1.374221987745908313e+00 3.626832771794600951e+00 2.453799483882231236e+00
1.025483199967062831e+00 4.295923779934731623e-01 3.243419759548633596e-01
3.482684627729780935e+00 4.219587796775254418e+00 2.053189957330233906e+00
2.986441334089345645e+00 2.947448735404523124e-02 2.946069948994509247e+00
-5.339775499019806526e-01 6.826152401849381768e+00 8.668375287236600446e-01
1.749674698777566872e+00 -1.402987464987604405e+00 1.685580485803831019e+00
1.189199823527664623e+00 3.824794701730747093e+00 3.092575648038156988e+00
7.491511930118212037e-01 -3.102884768103140178e+00 2.458953398685534530e+00
2.860666788466206256e+00 -1.565601850603636436e+00 4.635775520861959542e+00
1.324135438434854040e+00 -9.038030739652156420e-01 1.370658570860235681e+00
1.809652424047532904e+00 -2.786352683981693001e+00 8.655146183255363335e-01
1.350647475474266779e+00 -6.146693718209436108e-01 4.590325745754225473e+00
9.393068573761894635e-01 -2.165217332379077764e+00 5.050845600271819613e+00
2.625264622109135804e+00 -2.410747492987129981e+00 2.245184752027033603e+00
1.476781569607895417e+00 6.544905937184799072e+00 1.747530125784176214e+00
3.860683118267072889e+00 6.524559514600026588e+00 4.856605962072732652e+00
1.317359241228187816e+00 2.778679354533736490e+00 1.883104534276680342e+00
2.211207178107197358e+00 -3.574648329059658902e+00 5.838530225563658860e+00
2.321771945627765454e+00 -1.771786436471673998e+00 2.788199337266551670e+00
7.437549389102438013e-01 5.224906382967510865e+00 3.438577528782667869e+00
-1.223366413157275900e+00 5.085384642127527499e+00 1.191585566713278421e+00
1.733648317472283318e-01 4.341895140025913591e+00 3.786543567173906055e+00
2.335337065959572911e+00 3.011948799866336124e+00 4.920364951081428018e+00
1.296490151911748434e+00 2.490926846848558363e+00 1.692237776627548262e+00
2.204106333195366307e+00 -2.843859938025711021e+00 4.862107062624946963e+00
-1.336111020961186169e+00 8.195424209100618640e+00 1.449219080656471759e+00
2.176717002556536329e+00 3.840115660290826849e+00 1.705067529117338498e+00
-8.849729724365916761e-01 -2.432663342416132135e+00 1.193551166447444967e+00
1.588885375661182930e+00 -1.412091727509855454e-01 2.719030239352545397e+00
6.309439443834184980e-01 -1.150406839209419774e+00 4.500019149103547278e+00
1.939005615564353691e-01 2.526757441831061879e+00 3.496307619123867116e+00
1.844052325139812654e+00 4.828269012938150695e+00 9.090516355732130016e-01
1.026591620089514212e+00 -3.989841317061122994e-01 3.762366839212313963e+00
-2.308605324103089051e-01 7.823757873238232463e+00 1.365258608904901250e-01
-6.670305871150961075e-01 -2.812521296228652989e+00 3.934075515352740027e+00
1.501601956632990120e+00 -4.190736013164649165e+00 5.421758470898575766e+00
2.109880511888309051e+00 3.495088372318905012e+00 9.307320043785325403e-01
1.469788041251693489e+00 -1.425665627360695575e+00 2.942389387502461151e+00
1.556623825335388123e+00 3.537579621095080284e+00 2.843192452492593336e-01
-5.920167570577039573e-01 2.676503238256222161e+00 3.731225494737874460e+00
2.456308320505526055e+00 -8.082611770745629087e-01 1.750606979148939368e+00
-6.885468117643578356e-01 -2.360881561040356846e+00 2.957989835345077534e+00
2.242814543148815787e+00 2.803464306364042979e+00 -2.618891237335398969e-01
-8.948165479650531662e-01 -2.277518514178301867e+00 3.297087519461854299e+00
1.043588796037643873e-01 -1.266336233741370609e+00 3.767700235060440939e+00
1.376811409935233321e+00 -1.733572834650561889e+00 1.482161051606597280e+00
2.126264851014123991e+00 4.838226553656823192e+00 -5.975401545826686256e-01
2.471303441817952695e+00 3.229558146713363609e+00 3.202131717654992382e+00
-2.067338032175542462e-01 5.945744889516527465e+00 2.407499810355975267e+00
-5.313037692851443339e-01 8.858792207011797482e-01 2.075514136928291009e+00
5.869046057954359075e-01 4.850509201309148644e+00 4.262250455646384495e+00
4.102612224571886013e-01 -2.593863552836088715e+00 2.335650972609748077e+00
1.773005973306022998e-01 -2.311780428299248236e+00 4.449719376083867139e+00
-1.124955971696242729e+00 3.705709815624782522e-01 2.466706446619081561e+00
3.195400114298440064e-01 3.556738651409932839e+00 4.949565602158355837e+00
1.117797462522106100e+00 4.240530150512521246e+00 1.624936732848016652e+00
7.622978854393114290e-01 -4.294156226763171103e-01 2.819649698616397693e+00
-1.078912354773210680e+00 -7.153916832821943794e-01 2.790208857554013822e+00
4.999554376511962106e-01 1.855152374346415112e+00 1.954566289511094901e+00
-2.904168033188407883e+00 -3.589680732197766844e+00 3.669370609603042066e+00
7.594198531458911106e-01 3.761388406275960161e+00 3.652145225624654934e+00
-9.264512111808540507e-01 -1.315896158259964421e+00 1.802373999281812633e+00
-1.307762852620379945e-01 4.723674226013247157e+00 1.908041936968440488e+00
3.590273249529941868e+00 3.969878806025909146e+00 6.856486943701829428e-01
1.161852949896754916e+00 4.108626896157834274e+00 2.196197365511230792e+00
3.230334708026538770e+00 -6.069146737288541038e-01 2.488943534105362954e+00
5.872465941020007518e-01 -2.544047204401276296e+00 4.048869461800841840e+00
-6.745919503002724138e-01 -2.817297691158183959e+00 3.410334203834255451e+00
2.948786133628174877e+00 -4.009920070686422200e+00 3.148348952556621949e+00
1.231358405950847335e+00 -1.659467298020638193e+00 3.065449121556335754e+00
-2.651802504728156817e-02 -8.274689478966216205e-01 5.490129674347186572e+00
-1.613153824951020221e+00 4.569926540829019501e+00 1.452596117120484642e+00
-4.305502681806824827e-01 4.953449257175405407e+00 1.446354930650152193e+00
-1.928149630223265465e+00 4.586955222639132579e+00 2.841104057184185905e+00
2.160455470984637416e-01 3.409316269772627805e+00 1.976416577028557997e+00
1.697942768129748092e+00 8.442819998480763033e+00 1.943265554056153421e+00
2.135312334200067497e+00 1.811389890776544442e+00 2.727560448067846366e+00
2.392803124167660833e+00 -1.750053241572424811e+00 3.061888568787777487e+00
2.427439303621847788e+00 4.220758505414806017e+00 1.659361498543845626e+00
-2.284101007415716644e+00 -4.285173918859653597e+00 5.868028219235232434e+00
1.788612165293126943e-01 4.852560509323676996e+00 4.002005421893255921e+00
1.716149645142978519e+00 -1.300676703723015359e+00 2.534676082051468882e+00
-6.780892408865595300e-01 4.151241415616082620e+00 2.084186598202493190e+00
-2.578110279293409413e+00 5.599865778194861754e+00 -1.304138566559727597e+00
8.299937043979350726e-01 -1.408221427327603248e+00 4.193678286618279571e+00
1.707805350725146276e+00 -4.282679985895915253e-01 2.355048660192113452e+00
4.279434435674390191e-01 5.710926138806858177e+00 2.500367280174047302e+00
-6.361829269530908659e-01 -2.809764699098201923e+00 4.803711737576613849e+00
-1.090855122049620540e+00 3.835823165574070437e+00 7.948319282139177933e-01
-1.440047526628405627e+00 4.250135219658058183e+00 5.626385548262502923e+00
3.016192891065722304e+00 4.168214316532969477e+00 4.106663381142947600e+00
2.385868902715695850e+00 1.330691447618120637e+00 2.895716431843355032e+00
6.430262190842096492e-01 -1.728103187374535388e+00 4.749959700521920070e+00
2.971404374178021612e-01 -3.735388405921640231e+00 4.287685147711388645e+00
2.510191536718016092e-01 -6.677769629360821302e-01 3.934217811714697977e+00
1.570280147538962945e+00 2.664195064352631093e+00 -1.816188676255308110e-01
3.037138951118478314e+00 2.205758408274786309e+00 5.461836560854376188e+00
-4.818123751560553503e-01 2.437499568300206754e+00 3.728066800933863334e+00
9.128860710084463204e-02 -1.378096719424652283e+00 5.282330720274698521e+00
8.045839712404362354e-01 3.618466811943148453e-01 3.974048794545495422e+00
1.728855027428091828e+00 -2.532092859812850705e+00 2.827338519744614587e+00
-1.559971778674751341e+00 -4.191486937741769836e+00 3.241211842016149536e+00
1.582208705159115381e+00 -2.319910001625138829e+00 2.755876506161685668e+00
-1.688972352487295159e-01 -4.474017574159083188e-01 2.545253301275565150e+00
-5.257355563367078766e-01 -1.329036379540787571e+00 -5.296612527028721207e-02
1.048535473031382059e+00 -7.181621020506110398e-01 3.047147524903302429e+00
-2.355304296105129591e-01 -3.328706291747990154e+00 3.702774869365237365e+00
1.883950204669745165e+00 5.647121305775375966e+00 1.857404561762926898e+00
1.419917512800650261e+00 -5.320168787031448465e-01 1.260957365043416267e+00
1.044289863571215227e+00 5.753811107859623242e-01 3.155533031511419839e+00
-1.216328953845617011e+00 3.278627677265367524e+00 2.606584865466281098e+00
1.578518661181926408e+00 6.141093173738879862e+00 2.152551680948241675e+00
3.246262202406303032e+00 5.133485423759766242e+00 1.986711580442525049e+00
3.108310882645545004e+00 -9.432630599233250424e-01 4.674443858263854779e+00
-2.321696827625566728e-01 2.626319440965941610e+00 1.858686504120758975e+00
1.541584859822834108e+00 3.485219366421716369e+00 -7.716112460362940517e-01
2.965848923577040441e+00 3.261935537851341937e+00 1.830815710941371410e+00
1.583412796607241324e+00 4.639552672417756263e+00 2.549701994624484769e+00
1.186959593263516410e+00 -3.262429934445707502e+00 4.073891843028137671e+00
5.742650221194245397e-01 5.507471921142982119e+00 3.476145473093499305e+00
3.324745063438275139e+00 -2.763517695213657532e+00 3.551752819742446388e+00
1.276160807014719234e+00 -2.113101007343426208e+00 4.732657450948579481e+00
4.335972706128952137e-01 -1.569697317973530515e+00 2.430786863708682244e+00
9.753942441615696124e-01 -2.845644956474518317e+00 2.571229849943627688e+00
1.028960866320443479e+00 -1.187836996984407145e-01 3.828549769207191034e+00
4.209064174899806998e-01 3.623081265870388368e+00 2.660164331677747906e+00
2.400401288935136268e+00 4.435114189526176531e+00 2.171142431876255108e-01
1.651156020050106754e+00 -2.820304512851760759e+00 3.158874046062781549e+00
1.793482416543074720e+00 -2.749817504926593603e+00 5.619703247545924540e+00
1.827205495325499029e+00 3.969774676675658309e+00 1.525119898297078835e+00
2.056320717558973943e+00 1.567402343541645093e+00 2.510673378125879651e+00
