# enthalpy_of_formation, melting_point, unit_cell_volume
-8.954050494021378199e+02 1.002863030754998704e+03 1.012468655914773699e+05
-8.995924512657734340e+02 1.001690253030734539e+03 1.012461004033902718e+05
-8.971826183091200164e+02 9.971441462637167206e+02 1.012495192107799812e+05
-8.985290321583840978e+02 9.987807259246258127e+02 1.012506601829666761e+05
-9.002095144542031449e+02 1.002942837145160411e+03 1.012483916458528838e+05
-8.995431040929245228e+02 1.003111832845841150e+03 1.012483522184563481e+05
-8.991487407259729707e+02 1.000841393778402789e+03 1.012477246314362565e+05
-9.009835201990564428e+02 1.006790983346875691e+03 1.012478780214537401e+05
-8.996788524276405496e+02 1.001839339387152449e+03 1.012474461598270427e+05
-8.976615005033762600e+02 9.988118567046820999e+02 1.012480936344418733e+05
-8.990826541487947452e+02 1.002551647080836574e+03 1.012488401825122273e+05
-8.976622647283371634e+02 9.978483473631230254e+02 1.012485026477691717e+05
-9.007501924313950212e+02 1.001954295745698573e+03 1.012490935185695707e+05
-9.014484412044300825e+02 1.003866031283326606e+03 1.012469130292037153e+05
-8.987215100013968367e+02 1.005114947705399004e+03 1.012453281510758679e+05
-8.961082981429796064e+02 1.003683358856308814e+03 1.012469340853042668e+05
-9.009294574191820857e+02 1.005757882389685392e+03 1.012462955824137607e+05
-8.975813781088937731e+02 9.958776818944529623e+02 1.012498009958715411e+05
-8.998369238736215721e+02 9.980541509828605058e+02 1.012508044985875749e+05
-8.988260644430067714e+02 9.979605788403843007e+02 1.012489543186325463e+05
-8.995397993195898607e+02 9.958615617742398172e+02 1.012477474256515852e+05
-9.015313763144083623e+02 9.977065352914079313e+02 1.012515288264301780e+05
-9.015418192468023335e+02 9.982708623101366356e+02 1.012480417419411388e+05
-8.970947539108331057e+02 1.002043289730126958e+03 1.012490699586199771e+05
-8.978287217589064539e+02 1.003316898188643222e+03 1.012495085914792726e+05
-8.990565164685011723e+02 9.984177706905104515e+02 1.012508225293868018e+05
-9.000439972274488127e+02 1.005303361950496310e+03 1.012473641878403432e+05
-8.986852147681101997e+02 9.975086671567487429e+02 1.012491430551018420e+05
-8.992829462980587323e+02 9.962541220168332075e+02 1.012484197288452997e+05
-8.986570647375110639e+02 1.006405804574386366e+03 1.012474396948309441e+05
-8.985278647870419491e+02 1.005727657037785775e+03 1.012458016726673522e+05
-8.982303144938285868e+02 1.004673009010475653e+03 1.012493505470090022e+05
-9.022881713671304169e+02 9.991624733440291948e+02 1.012493379690513830e+05
-9.007665526705162620e+02 9.976518188357589452e+02 1.012499168329804379e+05
-9.010251176285576094e+02 1.002283711068752041e+03 1.012490959272504697e+05
-8.999707135499768356e+02 9.959345403305669606e+02 1.012500119017807592e+05
-8.964246481410748402e+02 1.005330538987737100e+03 1.012486115050233493e+05
-8.977363678317170752e+02 9.984283118043235845e+02 1.012487406260847929e+05
-9.003506153912871923e+02 9.987316046956218543e+02 1.012464440567997081e+05
-8.988125160102115387e+02 1.000419109120417488e+03 1.012504198787873611e+05
-9.016702915862033478e+02 9.985422985752115892e+02 1.012474803205409844e+05
-8.999519961206603966e+02 9.980115590707275715e+02 1.012493214183710952e+05
-9.007157469186585104e+02 1.004724449885422814e+03 1.012465655821050459e+05
-8.979890026746513740e+02 1.006256556671795920e+03 1.012471131361819716e+05
-8.987923005725000394e+02 9.992696597472452140e+02 1.012492766006323218e+05
-8.991922283440686670e+02 9.972732255520670606e+02 1.012485877685916057e+05
-8.998150989988059791e+02 1.000382526610158038e+03 1.012463736853610899e+05
-8.986853169397468264e+02 1.004978355477796413e+03 1.012479543541080493e+05
-8.978666209984382931e+02 1.005847945570622528e+03 1.012466921226524864e+05
-8.990317371980743246e+02 9.997099318161244810e+02 1.012497146498111397e+05
-8.998329118715153072e+02 1.003890281525607520e+03 1.012469906755726552e+05
-8.981164348046048644e+02 9.975025156972039895e+02 1.012491747475790617e+05
-8.985996779097680474e+02 9.948167494479790776e+02 1.012505902691005613e+05
-8.979359301332076484e+02 9.984194818864558556e+02 1.012494219058753224e+05
-8.983153591963217650e+02 1.005699400071615059e+03 1.012477922929179331e+05
-9.015605473007453838e+02 9.973731267754026248e+02 1.012521422440636379e+05
-8.990630182774698369e+02 1.001771442285791181e+03 1.012478865685475903e+05
-8.996808413738702939e+02 1.002424594287373566e+03 1.012492215030551888e+05
-8.997233585665574083e+02 1.002887117943570956e+03 1.012474401929816231e+05
-8.957853798402028360e+02 9.957769122802277479e+02 1.012473227328541107e+05
-9.002802469843154540e+02 1.003417012671801785e+03 1.012470536870918877e+05
-9.015831352073910239e+02 1.007229950420296063e+03 1.012472907892488001e+05
-9.005609406740908298e+02 1.000492427596611606e+03 1.012482166425008472e+05
-8.989917030856881865e+02 1.002925117160143486e+03 1.012483443982950412e+05
-8.979390791808467611e+02 1.004340705515320224e+03 1.012491352431166451e+05
-8.981356582899454679e+02 9.956024819804858907e+02 1.012499132246262161e+05
-8.962188492068954702e+02 9.953005119639963141e+02 1.012510259304194187e+05
-8.984905072323379045e+02 1.005525567061180254e+03 1.012481436559052090e+05
-8.994814023481244476e+02 9.971698021664791440e+02 1.012499024683876196e+05
-8.999943109946426603e+02 9.980891594829566884e+02 1.012483958126918587e+05
-8.976724901910222343e+02 1.005002280987044060e+03 1.012457509019920253e+05
-8.979371771641485793e+02 1.006381679647531769e+03 1.012476006201412965e+05
-8.992630900786729171e+02 1.004103234987945712e+03 1.012496718832303886e+05
-9.007340243728559699e+02 1.006936266558061448e+03 1.012478557848879718e+05
-8.990032459473823110e+02 9.977294027449602254e+02 1.012507427488319518e+05
-8.995609010346732930e+02 1.005137731347013073e+03 1.012493939783524256e+05
-9.023394391860039150e+02 1.000450922513914293e+03 1.012485589373746188e+05
-8.977579637020278369e+02 9.984845222342553370e+02 1.012502481792912004e+05
-8.996607248751028010e+02 1.003058840431141448e+03 1.012501720256172703e+05
-8.957788759975325092e+02 1.006308579251602964e+03 1.012475014947645250e+05
-8.993408547173935403e+02 9.988331813807232038e+02 1.012490681213734788e+05
-8.984163718699808214e+02 9.999166086039996344e+02 1.012500741377019440e+05
-8.985606030586985753e+02 1.002247647353633738e+03 1.012493537469056610e+05
-8.974467954038688049e+02 9.990738920136761863e+02 1.012476313283267664e+05
-9.001460890190863893e+02 9.988432450227480786e+02 1.012512068186026590e+05
-9.007334336045936425e+02 1.005481223609309154e+03 1.012472238030815788e+05
-9.004229134837131596e+02 1.006168766404131134e+03 1.012492742785846058e+05
-9.000932492310275848e+02 9.987878702036626919e+02 1.012470569453619974e+05
-8.972952325742787707e+02 1.005923215215503660e+03 1.012468352211326273e+05
-8.993456640114270613e+02 9.996272412540440655e+02 1.012494136813761870e+05
-8.991351412032456665e+02 9.980662849769428249e+02 1.012469421200781217e+05
-8.990439732812777720e+02 9.994129423628961604e+02 1.012465808844690619e+05
-8.987794756386026620e+02 9.969635477042602361e+02 1.012486435247900372e+05
-8.979661338449699315e+02 9.984580112789745954e+02 1.012507748926652712e+05
-9.000509450578639417e+02 1.002997591603675573e+03 1.012471869930242829e+05
-8.984078321685459514e+02 1.004519852684189686e+03 1.012502366777818825e+05
-8.981104641697403395e+02 1.002735907278227955e+03 1.012498719854559604e+05
-8.987375840169582943e+02 9.990586434020410707e+02 1.012513006782979792e+05
-8.974064339658821154e+02 1.000465010327932305e+03 1.012498273354233679e+05
-8.952919889089232584e+02 9.998629334382287652e+02 1.012497550050822611e+05
-8.971296298414806643e+02 9.979879097780528809e+02 1.012492146245131153e+05
-8.993163679081721966e+02 9.966316413561625041e+02 1.012489750733374676e+05
-8.981867486936039313e+02 9.989021147772452878e+02 1.012503857332074986e+05
-8.989335000437023382e+02 9.974897784425515965e+02 1.012490191575470963e+05
-8.990750933422514208e+02 1.005948307595947085e+03 1.012477039438194188e+05
-8.980090799790337996e+02 1.005168673552370819e+03 1.012477428193880623e+05
-8.988038520984542856e+02 1.001456193864671150e+03 1.012505938074598671e+05
-8.956666357342662650e+02 1.000873497714901305e+03 1.012486346300910081e+05
-8.993915990828779741e+02 9.984231170625103005e+02 1.012466216770152387e+05
-8.989049753882000005e+02 9.963647559156902389e+02 1.012483932089911686e+05
-8.956386446755061570e+02 1.003246736913664108e+03 1.012494701586088922e+05
-8.969800251361784831e+02 9.987078103721975140e+02 1.012485933662938914e+05
-8.990739531842388033e+02 9.983500447570598908e+02 1.012474821451139287e+05
-8.994811753782350934e+02 1.005847190566340714e+03 1.012479468370100949e+05
-9.013753815079162450e+02 1.002535050431491868e+03 1.012500074096289318e+05
-8.995921778065808212e+02 9.984607811633736674e+02 1.012481339531367412e+05
-8.959269906294144903e+02 1.004137976341599710e+03 1.012495855265890132e+05
-9.008590770322372236e+02 9.996198421663284535e+02 1.012485153231585282e+05
-8.977663288179149959e+02 9.992424712570198153e+02 1.012451060240498045e+05
-8.977449020122617185e+02 1.003405806422063961e+03 1.012463814220424974e+05
-8.990492605422456336e+02 1.004872514930780994e+03 1.012514442309474689e+05
-9.002758867904151430e+02 9.994107739714286254e+02 1.012476974882656941e+05
-9.003502725798877009e+02 9.975758703080033456e+02 1.012466378233335417e+05
-8.988177824219420700e+02 1.001026951215140798e+03 1.012490193336064403e+05
-8.980536321094840559e+02 9.980249565859231780e+02 1.012472645369749807e+05
-8.984756354652529353e+02 9.966127714821664085e+02 1.012502679636254761e+05
-8.973798104690254149e+02 9.971068204203201049e+02 1.012510221493714780e+05
-9.019766669561324761e+02 1.003313702847247214e+03 1.012483189959513838e+05
-8.984590916247200312e+02 1.002654686141572029e+03 1.012485026247827336e+05
-8.982628714947891240e+02 1.004129442776867677e+03 1.012466340346290672e+05
-8.985825946770519295e+02 9.996343369015063445e+02 1.012477561938081781e+05
-8.984755557852361108e+02 9.984130678987505689e+02 1.012470282012462267e+05
-8.973241101021138775e+02 1.001376081175225977e+03 1.012470654299268353e+05
-8.994771840473165412e+02 1.002730957879847779e+03 1.012459252406156738e+05
-8.993045056964922424e+02 1.006602956148986095e+03 1.012502593056762853e+05
-8.999798854597818263e+02 1.003707879605955213e+03 1.012478559466550505e+05
-9.014790466847885000e+02 9.997397774466849114e+02 1.012470985805370146e+05
-8.985949981295343605e+02 9.994507678793290779e+02 1.012489200887617044e+05
-8.997270262034037387e+02 1.001001625399197565e+03 1.012483542178167845e+05
-8.995064210077389362e+02 9.997111543349093381e+02 1.012484703975078301e+05
-8.967206940544440386e+02 9.975082095840949705e+02 1.012472174930228794e+05
-8.984251604029933560e+02 1.000144898192808341e+03 1.012509891359838075e+05
-9.035942556304034952e+02 9.997945023283995170e+02 1.012516300799771998e+05
-8.984207458762864462e+02 1.007128513373032774e+03 1.012460336289297265e+05
-8.995864505964453883e+02 1.002464493039773856e+03 1.012483302763203101e+05
-8.993097101618255920e+02 1.003711513056398189e+03 1.012476536672161019e+05
-9.013242052833579692e+02 9.965642587842296507e+02 1.012511960212667764e+05
-9.025046213351396318e+02 1.004779528266887382e+03 1.012488353284432960e+05
-8.977725990310226507e+02 9.980648983527507880e+02 1.012493450681600370e+05
-8.982948419351478151e+02 9.982594278605140516e+02 1.012486173520413286e+05
-8.997207439719688864e+02 9.978679072116468660e+02 1.012461728394356905e+05
-8.971086244159437229e+02 9.984005790511083660e+02 1.012480057303759095e+05
-8.980433020282929419e+02 1.005600441625737631e+03 1.012469420199908200e+05
-8.984709589137985404e+02 9.988429992661700680e+02 1.012479795467086660e+05
-8.985455775110884815e+02 9.969883621624574062e+02 1.012498833291745104e+05
-8.973371011446879493e+02 1.005436880870943469e+03 1.012493563786384620e+05
-8.987382625850625573e+02 1.003026193531567969e+03 1.012507893529216235e+05
-8.976123534995908813e+02 1.004911593447932773e+03 1.012488023461284465e+05
-8.974106608948703752e+02 9.997947926324275159e+02 1.012504673660531116e+05
-8.990906230611373076e+02 1.004596391873175435e+03 1.012453829232378775e+05
-8.991802451586955840e+02 1.002821784413707746e+03 1.012462888240777102e+05
-8.988896263813319365e+02 1.001223249029501631e+03 1.012494514375349099e+05
-8.976100277426229468e+02 1.003902395208095413e+03 1.012470382288490946e+05
-8.979711928445776721e+02 9.975355549007510945e+02 1.012483322932203591e+05
-8.983330816536729344e+02 9.979836182935406441e+02 1.012498219437459775e+05
-8.995713127462729517e+02 1.001616796005386618e+03 1.012479673876947345e+05
-9.000252990023093389e+02 1.006826669937558108e+03 1.012467763887506735e+05
-8.998227098925544851e+02 9.998772573119426852e+02 1.012501316527066228e+05
-8.954490127591575401e+02 1.005720506557933959e+03 1.012466860341832653e+05
-8.984960597554314745e+02 1.004872640627751707e+03 1.012473502181973890e+05
-8.993966872874773344e+02 9.986029707570262417e+02 1.012510467648302001e+05
-8.988703330895925774e+02 1.000035448570005997e+03 1.012488589802747738e+05
-9.021287074589738495e+02 1.004943175423615571e+03 1.012490706295739801e+05
-9.000011727562516626e+02 9.985227306134862602e+02 1.012476366403701104e+05
-8.966114250002202652e+02 9.963481907631396552e+02 1.012447145780637511e+05
-8.981888928275802755e+02 9.960859241735910246e+02 1.012489227155859990e+05
-8.997850063239395695e+02 1.002725967173620802e+03 1.012518010681088199e+05
-9.013742219877459547e+02 1.003626832771794625e+03 1.012484537994838902e+05
-8.989745168000329159e+02 1.000429592377993458e+03 1.012463243419759528e+05
-8.965173153722702182e+02 1.004219587796775272e+03 1.012480531899573398e+05
-8.970135586659106366e+02 1.000029474487354037e+03 1.012489460699489864e+05
-9.005339775499019197e+02 1.006826152401849413e+03 1.012468668375287234e+05
-8.982503253012224604e+02 9.985970125350123681e+02 1.012476855804858060e+05
-8.988108001764722985e+02 1.003824794701730752e+03 1.012490925756480428e+05
-8.992508488069881878e+02 9.968971152318968052e+02 1.012484589533986873e+05
-8.971393332115337671e+02 9.984343981493964293e+02 1.012506357755208592e+05
-8.986758645615651631e+02 9.990961969260347360e+02 1.012473706585708569e+05
-8.981903475759525008e+02 9.972136473160182959e+02 1.012468655146183155e+05
-8.986493525245257388e+02 9.993853306281790765e+02 1.012505903257457539e+05
-8.990606931426237907e+02 9.978347826676208570e+02 1.012510508456002717e+05
-8.973747353778908291e+02 9.975892525070128158e+02 1.012482451847520279e+05
-8.985232184303921485e+02 1.006544905937184808e+03 1.012477475301257800e+05
-8.961393168817329524e+02 1.006524559514600014e+03 1.012508566059620644e+05
-8.986826407587718677e+02 1.002778679354533779e+03 1.012478831045342667e+05
-8.977887928218927982e+02 9.964253516709403584e+02 1.012518385302255629e+05
-8.976782280543721981e+02 9.982282135635283566e+02 1.012487881993372575e+05
-8.992562450610897713e+02 1.005224906382967447e+03 1.012494385775287810e+05
-9.012233664131572368e+02 1.005085384642127565e+03 1.012471915855667030e+05
-8.998266351682527784e+02 1.004341895140025940e+03 1.012497865435671702e+05
-8.976646629340403933e+02 1.003011948799866332e+03 1.012509203649510746e+05
-8.987035098480882880e+02 1.002490926846848538e+03 1.012476922377766168e+05
-8.977958936668046590e+02 9.971561400619742699e+02 1.012508621070626250e+05
-9.013361110209611979e+02 1.008195424209100565e+03 1.012474492190806486e+05
-8.978232829974434708e+02 1.003840115660290849e+03 1.012477050675291102e+05
-9.008849729724365716e+02 9.975673366575838372e+02 1.012471935511664487e+05
-8.984111146243387793e+02 9.998587908272489813e+02 1.012487190302393574e+05
-8.993690560556166247e+02 9.988495931607906186e+02 1.012505000191490981e+05
-8.998060994384435389e+02 1.002526757441831023e+03 1.012494963076191198e+05
-8.981559476748601583e+02 1.004828269012938108e+03 1.012469090516355645e+05
-8.989734083799104383e+02 9.996010158682938709e+02 1.012497623668392189e+05
-9.002308605324103610e+02 1.007823757873238264e+03 1.012461365258609003e+05
-9.006670305871150504e+02 9.971874787037713759e+02 1.012499340755153535e+05
-8.984983980433670467e+02 9.958092639868352762e+02 1.012514217584708967e+05
-8.978901194881117362e+02 1.003495088372318833e+03 1.012469307320043736e+05
-8.985302119587482821e+02 9.985743343726393277e+02 1.012489423893874919e+05
-8.984433761746646496e+02 1.003537579621095119e+03 1.012462843192452565e+05
-9.005920167570577632e+02 1.002676503238256146e+03 1.012497312254947319e+05
-8.975436916794944864e+02 9.991917388229254584e+02 1.012477506069791561e+05
-9.006885468117643541e+02 9.976391184389597129e+02 1.012489579898353550e+05
-8.977571854568511753e+02 1.002803464306364049e+03 1.012457381108762638e+05
-9.008948165479650925e+02 9.977224814858217314e+02 1.012492970875194587e+05
-8.998956411203962489e+02 9.987336637662585872e+02 1.012497677002350683e+05
-8.986231885900647285e+02 9.982664271653494552e+02 1.012474821610516083e+05
-8.978737351489858156e+02 1.004838226553656796e+03 1.012454024598454125e+05
-8.975286965581819913e+02 1.003229558146713316e+03 1.012492021317176550e+05
-9.002067338032175030e+02 1.005945744889516504e+03 1.012484074998103606e+05
-9.005313037692851594e+02 1.000885879220701213e+03 1.012480755141369300e+05
-8.994130953942045608e+02 1.004850509201309137e+03 1.012502622504556493e+05
-8.995897387775428342e+02 9.974061364471639308e+02 1.012483356509726145e+05
-8.998226994026694001e+02 9.976882195717007562e+02 1.012504497193760762e+05
-9.011249559716961812e+02 1.000370570981562423e+03 1.012484667064466194e+05
-8.996804599885701919e+02 1.003556738651409887e+03 1.012509495656021609e+05
-8.988822025374779514e+02 1.004240530150512541e+03 1.012476249367328419e+05
-8.992377021145606477e+02 9.995705843773237120e+02 1.012488196496986202e+05
-9.010789123547732515e+02 9.992846083167178222e+02 1.012487902088575647e+05
-8.995000445623487622e+02 1.001855152374346403e+03 1.012479545662895107e+05
-9.029041680331883981e+02 9.964103192678022651e+02 1.012496693706095975e+05
-8.992405801468540858e+02 1.003761388406275955e+03 1.012496521452256275e+05
-9.009264512111808472e+02 9.986841038417400114e+02 1.012478023739992786e+05
-9.001307762852620726e+02 1.004723674226013259e+03 1.012479080419369711e+05
-8.964097267504700994e+02 1.003969878806025918e+03 1.012466856486943725e+05
-8.988381470501032027e+02 1.004108626896157830e+03 1.012481961973655125e+05
-8.967696652919735243e+02 9.993930853262711480e+02 1.012484889435341029e+05
-8.994127534058980018e+02 9.974559527955987051e+02 1.012500488694618107e+05
-9.006745919503002824e+02 9.971827023088418400e+02 1.012494103342038288e+05
-8.970512138663718815e+02 9.959900799293136515e+02 1.012491483489525563e+05
-8.987686415940491997e+02 9.983405327019793276e+02 1.012490654491215537e+05
-9.000265180250472667e+02 9.991725310521034089e+02 1.012514901296743483e+05
-9.016131538249510413e+02 1.004569926540828988e+03 1.012474525961171312e+05
-9.004305502681806956e+02 1.004953449257175407e+03 1.012474463549306529e+05
-9.019281496302232881e+02 1.004586955222639062e+03 1.012488411040571809e+05
-8.997839544529015257e+02 1.003409316269772603e+03 1.012479764165770321e+05
-8.983020572318702079e+02 1.008442819998480786e+03 1.012479432655540586e+05
-8.978646876657999201e+02 1.001811389890776582e+03 1.012487275604480674e+05
-8.976071968758323010e+02 9.982499467584275408e+02 1.012490618885687873e+05
-8.975725606963781047e+02 1.004220758505414778e+03 1.012476593614985468e+05
-9.022841010074157566e+02 9.957148260811403588e+02 1.012518680282192363e+05
-8.998211387834707011e+02 1.004852560509323666e+03 1.012500020054218912e+05
-8.982838503548570088e+02 9.986993232962770435e+02 1.012485346760820539e+05
-9.006780892408866066e+02 1.004151241415616141e+03 1.012480841865981929e+05
-9.025781102792934689e+02 1.005599865778194840e+03 1.012446958614334435e+05
-8.991700062956020929e+02 9.985917785726724105e+02 1.012501936782866251e+05
-8.982921946492748475e+02 9.995717320014103962e+02 1.012483550486601889e+05
-8.995720565564325852e+02 1.005710926138806826e+03 1.012485003672801831e+05
-9.006361829269530972e+02 9.971902353009018043e+02 1.012508037117375789e+05
-9.010908551220495610e+02 1.003835823165574084e+03 1.012467948319282150e+05
-9.014400475266284047e+02 1.004250135219658091e+03 1.012516263855482684e+05
-8.969838071089342293e+02 1.004168214316532953e+03 1.012501066633811424e+05
-8.976141310972842575e+02 1.001330691447618165e+03 1.012488957164318417e+05
-8.993569737809158369e+02 9.982718968126255277e+02 1.012507499597005226e+05
-8.997028595625822618e+02 9.962646115940783602e+02 1.012502876851477195e+05
-8.997489808463282088e+02 9.993322230370638408e+02 1.012499342178117076e+05
-8.984297198524610621e+02 1.002664195064352612e+03 1.012458183811323834e+05
-8.969628610488815639e+02 1.002205758408274733e+03 1.012514618365608621e+05
-9.004818123751560961e+02 1.002437499568300154e+03 1.012497280668009334e+05
-8.999087113928991357e+02 9.986219032805753386e+02 1.012512823307202780e+05
-8.991954160287596096e+02 1.000361846681194265e+03 1.012499740487945382e+05
-8.982711449725718467e+02 9.974679071401872079e+02 1.012488273385197390e+05
-9.015599717786747078e+02 9.958085130622582710e+02 1.012492412118420179e+05
-8.984177912948408675e+02 9.976800899983747968e+02 1.012487558765061549e+05
-9.001688972352487781e+02 9.995525982425840539e+02 1.012485452533012722e+05
-9.005257355563367128e+02 9.986709636204592471e+02 1.012459470338747196e+05
-8.989514645269686071e+02 9.992818378979493446e+02 1.012490471475249069e+05
-9.002355304296105487e+02 9.966712937082520511e+02 1.012497027748693654e+05
-8.981160497953302411e+02 1.005647121305775386e+03 1.012478574045617715e+05
-8.985800824871993200e+02 9.994679831212968111e+02 1.012472609573650407e+05
-8.989557101364288201e+02 1.000575381110785997e+03 1.012491555330315023e+05
-9.012163289538456183e+02 1.003278627677265376e+03 1.012486065848654689e+05
-8.984214813388180119e+02 1.006141093173738909e+03 1.012481525516809488e+05
-8.967537377975936579e+02 1.005133485423759794e+03 1.012479867115804518e+05
-8.968916891173544172e+02 9.990567369400766893e+02 1.012506744438582682e+05
-9.002321696827625601e+02 1.002626319440965972e+03 1.012478586865041289e+05
-8.984584151401771805e+02 1.003485219366421688e+03 1.012452283887539670e+05
-8.970341510764229724e+02 1.003261935537851286e+03 1.012478308157109423e+05
-8.984165872033927371e+02 1.004639552672417722e+03 1.012485497019946342e+05
-8.988130404067364907e+02 9.967375700655543369e+02 1.012500738918430288e+05
-8.994257349778805519e+02 1.005507471921142951e+03 1.012494761454730906e+05
-8.966752549365617142e+02 9.972364823047863638e+02 1.012495517528197379e+05
-8.987238391929852241e+02 9.978868989926565973e+02 1.012507326574509498e+05
-8.995664027293871641e+02 9.984303026820264222e+02 1.012484307868637115e+05
-8.990246057558384791e+02 9.971543550435254701e+02 1.012485712298499420e+05
-8.989710391336795965e+02 9.998812163003015030e+02 1.012498285497692123e+05
-8.995790935825100405e+02 1.003623081265870383e+03 1.012486601643316681e+05
-8.975995987110648002e+02 1.004435114189526189e+03 1.012462171142431907e+05
-8.983488439799498337e+02 9.971796954871482512e+02 1.012491588740460575e+05
-8.982065175834569573e+02 9.972501824950734317e+02 1.012516197032475466e+05
-8.981727945046744708e+02 1.003969774676675684e+03 1.012475251198982878e+05
-8.979436792824410531e+02 1.001567402343541630e+03 1.012485106733781286e+05
